period,stateid,stateDescription,sectorid,sectorName,customers,price,customers-units,price-units
2012-05,WA,Washington,COM,commercial,357798,7.56,number of customers,cents per kilowatthour
2012-05,WA,Washington,ALL,all sectors,3243095,6.73,number of customers,cents per kilowatthour
2012-05,FL,Florida,TRA,transportation,2,8.11,number of customers,cents per kilowatthour
2012-05,FL,Florida,RES,residential,9230039,11,number of customers,cents per kilowatthour
2012-05,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2012-05,FL,Florida,IND,industrial,18827,7.84,number of customers,cents per kilowatthour
2012-05,FL,Florida,COM,commercial,1233668,9.36,number of customers,cents per kilowatthour
2012-05,FL,Florida,ALL,all sectors,10482536,10.05,number of customers,cents per kilowatthour
2012-05,TX,Texas,COM,commercial,1366799,8.09,number of customers,cents per kilowatthour
2012-05,TX,Texas,ALL,all sectors,11279755,8.35,number of customers,cents per kilowatthour
2012-05,NY,New York,TRA,transportation,6,14.13,number of customers,cents per kilowatthour
2012-05,NY,New York,RES,residential,6985454,17.33,number of customers,cents per kilowatthour
2012-05,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2012-05,NY,New York,IND,industrial,8097,6.71,number of customers,cents per kilowatthour
2012-05,NY,New York,COM,commercial,1037384,14.61,number of customers,cents per kilowatthour
2012-05,NY,New York,ALL,all sectors,8030941,14.69,number of customers,cents per kilowatthour
2012-05,OH,Ohio,TRA,transportation,2,6.83,number of customers,cents per kilowatthour
2012-05,OH,Ohio,RES,residential,4871011,11.85,number of customers,cents per kilowatthour
2012-05,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2012-05,OH,Ohio,IND,industrial,19596,6.06,number of customers,cents per kilowatthour
2012-05,OH,Ohio,COM,commercial,613291,9.43,number of customers,cents per kilowatthour
2012-05,OH,Ohio,ALL,all sectors,5503900,8.9,number of customers,cents per kilowatthour
2012-05,MN,Minnesota,TRA,transportation,1,7.94,number of customers,cents per kilowatthour
2012-05,MN,Minnesota,RES,residential,2316661,11.3,number of customers,cents per kilowatthour
2012-05,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2012-05,MN,Minnesota,IND,industrial,10916,6.18,number of customers,cents per kilowatthour
2012-05,MN,Minnesota,COM,commercial,278683,8.59,number of customers,cents per kilowatthour
2012-05,MN,Minnesota,ALL,all sectors,2606261,8.47,number of customers,cents per kilowatthour
2012-05,MA,Massachusetts,TRA,transportation,2,4.19,number of customers,cents per kilowatthour
2012-05,MA,Massachusetts,RES,residential,2696881,15.39,number of customers,cents per kilowatthour
2012-05,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2012-05,MA,Massachusetts,IND,industrial,21077,12.47,number of customers,cents per kilowatthour
2012-05,MA,Massachusetts,COM,commercial,389087,13.68,number of customers,cents per kilowatthour
2012-05,MA,Massachusetts,ALL,all sectors,3107047,13.81,number of customers,cents per kilowatthour
2012-05,CO,Colorado,TRA,transportation,1,9.06,number of customers,cents per kilowatthour
2012-05,CO,Colorado,RES,residential,2147001,11.27,number of customers,cents per kilowatthour
2012-05,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2012-05,CO,Colorado,IND,industrial,16060,6.92,number of customers,cents per kilowatthour
2012-05,CO,Colorado,COM,commercial,348816,9.27,number of customers,cents per kilowatthour
2012-05,CO,Colorado,ALL,all sectors,2511878,9.14,number of customers,cents per kilowatthour
2012-05,CA,California,TRA,transportation,12,6.54,number of customers,cents per kilowatthour
2012-05,CA,California,RES,residential,13314166,15.02,number of customers,cents per kilowatthour
2012-05,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2012-05,CA,California,IND,industrial,74013,9.92,number of customers,cents per kilowatthour
2012-05,CA,California,COM,commercial,1866974,12.65,number of customers,cents per kilowatthour
2012-05,CA,California,ALL,all sectors,15255165,12.87,number of customers,cents per kilowatthour
2012-05,TX,Texas,TRA,transportation,1,10.65,number of customers,cents per kilowatthour
2012-05,TX,Texas,RES,residential,9817846,10.84,number of customers,cents per kilowatthour
2012-05,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2012-04,MA,Massachusetts,ALL,all sectors,3088131,13.33,number of customers,cents per kilowatthour
2012-04,CO,Colorado,TRA,transportation,1,9.46,number of customers,cents per kilowatthour
2012-04,CO,Colorado,RES,residential,2145534,11.04,number of customers,cents per kilowatthour
2012-04,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2012-04,CO,Colorado,IND,industrial,15993,6.71,number of customers,cents per kilowatthour
2012-04,CO,Colorado,COM,commercial,348344,9.04,number of customers,cents per kilowatthour
2012-04,CO,Colorado,ALL,all sectors,2509872,8.95,number of customers,cents per kilowatthour
2012-04,CA,California,TRA,transportation,12,7.4,number of customers,cents per kilowatthour
2012-04,CA,California,RES,residential,12872943,14.66,number of customers,cents per kilowatthour
2012-04,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2012-04,CA,California,IND,industrial,73813,9.65,number of customers,cents per kilowatthour
2012-04,CA,California,COM,commercial,1796050,11.93,number of customers,cents per kilowatthour
2012-04,OH,Ohio,TRA,transportation,2,6.95,number of customers,cents per kilowatthour
2012-04,OH,Ohio,RES,residential,4873497,11.93,number of customers,cents per kilowatthour
2012-04,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2012-04,OH,Ohio,IND,industrial,19623,5.84,number of customers,cents per kilowatthour
2012-04,OH,Ohio,COM,commercial,613263,9.59,number of customers,cents per kilowatthour
2012-04,OH,Ohio,ALL,all sectors,5506385,8.64,number of customers,cents per kilowatthour
2012-04,CA,California,ALL,all sectors,14742818,12.37,number of customers,cents per kilowatthour
2012-04,NY,New York,TRA,transportation,6,13.91,number of customers,cents per kilowatthour
2012-04,NY,New York,RES,residential,6985148,16.71,number of customers,cents per kilowatthour
2012-04,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2012-04,NY,New York,IND,industrial,8173,6.68,number of customers,cents per kilowatthour
2012-04,NY,New York,COM,commercial,1041776,14.53,number of customers,cents per kilowatthour
2012-04,NY,New York,ALL,all sectors,8035103,14.39,number of customers,cents per kilowatthour
2012-04,WA,Washington,ALL,all sectors,3227802,6.94,number of customers,cents per kilowatthour
2012-04,FL,Florida,TRA,transportation,2,8.49,number of customers,cents per kilowatthour
2012-04,FL,Florida,RES,residential,8873005,11.42,number of customers,cents per kilowatthour
2012-04,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2012-04,FL,Florida,IND,industrial,17988,7.9,number of customers,cents per kilowatthour
2012-04,FL,Florida,COM,commercial,1186933,9.67,number of customers,cents per kilowatthour
2012-04,FL,Florida,ALL,all sectors,10077928,10.37,number of customers,cents per kilowatthour
2012-04,WA,Washington,TRA,transportation,6,8.54,number of customers,cents per kilowatthour
2012-04,WA,Washington,RES,residential,2846471,8.46,number of customers,cents per kilowatthour
2012-04,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2012-04,WA,Washington,IND,industrial,27453,4.08,number of customers,cents per kilowatthour
2012-04,WA,Washington,COM,commercial,353872,7.68,number of customers,cents per kilowatthour
2012-04,TX,Texas,TRA,transportation,1,10.62,number of customers,cents per kilowatthour
2012-04,TX,Texas,RES,residential,9767384,11.02,number of customers,cents per kilowatthour
2012-04,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2012-04,TX,Texas,IND,industrial,93737,5.23,number of customers,cents per kilowatthour
2012-04,TX,Texas,COM,commercial,1357412,8.18,number of customers,cents per kilowatthour
2012-04,TX,Texas,ALL,all sectors,11218534,8.26,number of customers,cents per kilowatthour
2012-04,MN,Minnesota,TRA,transportation,1,8.03,number of customers,cents per kilowatthour
2012-04,MN,Minnesota,RES,residential,2307220,11.14,number of customers,cents per kilowatthour
2012-04,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2012-04,MN,Minnesota,IND,industrial,10825,6.27,number of customers,cents per kilowatthour
2012-04,MN,Minnesota,COM,commercial,275992,8.44,number of customers,cents per kilowatthour
2012-04,MN,Minnesota,ALL,all sectors,2594038,8.45,number of customers,cents per kilowatthour
2012-04,MA,Massachusetts,TRA,transportation,2,4.28,number of customers,cents per kilowatthour
2012-04,MA,Massachusetts,RES,residential,2679806,14.8,number of customers,cents per kilowatthour
2012-04,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2012-04,MA,Massachusetts,IND,industrial,21082,12.11,number of customers,cents per kilowatthour
2012-04,MA,Massachusetts,COM,commercial,387241,13.28,number of customers,cents per kilowatthour
2012-03,CA,California,RES,residential,13298574,14.7,number of customers,cents per kilowatthour
2012-03,FL,Florida,TRA,transportation,2,8.33,number of customers,cents per kilowatthour
2012-03,FL,Florida,RES,residential,8560329,11.09,number of customers,cents per kilowatthour
2012-03,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2012-03,FL,Florida,IND,industrial,17139,7.89,number of customers,cents per kilowatthour
2012-03,OH,Ohio,TRA,transportation,2,6.77,number of customers,cents per kilowatthour
2012-03,OH,Ohio,RES,residential,4878003,11.35,number of customers,cents per kilowatthour
2012-03,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2012-03,OH,Ohio,IND,industrial,19668,5.91,number of customers,cents per kilowatthour
2012-03,OH,Ohio,COM,commercial,613089,9.49,number of customers,cents per kilowatthour
2012-03,OH,Ohio,ALL,all sectors,5510762,8.72,number of customers,cents per kilowatthour
2012-03,NY,New York,TRA,transportation,6,13.66,number of customers,cents per kilowatthour
2012-03,NY,New York,RES,residential,6986770,16.64,number of customers,cents per kilowatthour
2012-03,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2012-03,NY,New York,IND,industrial,8132,6.84,number of customers,cents per kilowatthour
2012-03,NY,New York,COM,commercial,1035572,14.3,number of customers,cents per kilowatthour
2012-03,NY,New York,ALL,all sectors,8030480,14.35,number of customers,cents per kilowatthour
2012-03,MN,Minnesota,TRA,transportation,1,8.4,number of customers,cents per kilowatthour
2012-03,MN,Minnesota,RES,residential,2317778,10.94,number of customers,cents per kilowatthour
2012-03,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2012-03,MN,Minnesota,IND,industrial,10824,6.45,number of customers,cents per kilowatthour
2012-03,MN,Minnesota,COM,commercial,278255,8.6,number of customers,cents per kilowatthour
2012-03,MN,Minnesota,ALL,all sectors,2606858,8.61,number of customers,cents per kilowatthour
2012-03,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2012-03,WA,Washington,IND,industrial,27765,4.22,number of customers,cents per kilowatthour
2012-03,WA,Washington,COM,commercial,357524,7.75,number of customers,cents per kilowatthour
2012-03,WA,Washington,ALL,all sectors,3248773,7.08,number of customers,cents per kilowatthour
2012-03,TX,Texas,TRA,transportation,1,10.66,number of customers,cents per kilowatthour
2012-03,TX,Texas,RES,residential,9744217,11.01,number of customers,cents per kilowatthour
2012-03,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2012-03,TX,Texas,IND,industrial,91820,5.41,number of customers,cents per kilowatthour
2012-03,TX,Texas,COM,commercial,1355978,8.27,number of customers,cents per kilowatthour
2012-03,TX,Texas,ALL,all sectors,11192016,8.31,number of customers,cents per kilowatthour
2012-03,WA,Washington,TRA,transportation,6,8.45,number of customers,cents per kilowatthour
2012-03,WA,Washington,RES,residential,2863478,8.35,number of customers,cents per kilowatthour
2012-03,MA,Massachusetts,TRA,transportation,2,4.42,number of customers,cents per kilowatthour
2012-03,MA,Massachusetts,RES,residential,2706153,15.72,number of customers,cents per kilowatthour
2012-03,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2012-03,FL,Florida,COM,commercial,1146075,9.53,number of customers,cents per kilowatthour
2012-03,FL,Florida,ALL,all sectors,9723545,10.14,number of customers,cents per kilowatthour
2012-03,MA,Massachusetts,IND,industrial,21073,12.5,number of customers,cents per kilowatthour
2012-03,MA,Massachusetts,COM,commercial,389495,14.05,number of customers,cents per kilowatthour
2012-03,MA,Massachusetts,ALL,all sectors,3116723,14.1,number of customers,cents per kilowatthour
2012-03,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2012-03,CA,California,IND,industrial,73673,9.54,number of customers,cents per kilowatthour
2012-03,CA,California,COM,commercial,1864627,11.7,number of customers,cents per kilowatthour
2012-03,CA,California,ALL,all sectors,15236886,12.31,number of customers,cents per kilowatthour
2012-03,CO,Colorado,TRA,transportation,1,9.01,number of customers,cents per kilowatthour
2012-03,CO,Colorado,RES,residential,2146669,10.84,number of customers,cents per kilowatthour
2012-03,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2012-03,CO,Colorado,IND,industrial,15873,6.69,number of customers,cents per kilowatthour
2012-03,CO,Colorado,COM,commercial,348337,8.94,number of customers,cents per kilowatthour
2012-03,CO,Colorado,ALL,all sectors,2510880,8.91,number of customers,cents per kilowatthour
2012-03,CA,California,TRA,transportation,12,7.3,number of customers,cents per kilowatthour
2012-02,FL,Florida,TRA,transportation,2,8.43,number of customers,cents per kilowatthour
2012-02,NY,New York,ALL,all sectors,8025442,14.34,number of customers,cents per kilowatthour
2012-02,OH,Ohio,IND,industrial,19720,5.94,number of customers,cents per kilowatthour
2012-02,OH,Ohio,COM,commercial,613006,9.68,number of customers,cents per kilowatthour
2012-02,OH,Ohio,ALL,all sectors,5510234,8.79,number of customers,cents per kilowatthour
2012-02,NY,New York,TRA,transportation,6,13.23,number of customers,cents per kilowatthour
2012-02,NY,New York,RES,residential,6980088,16.51,number of customers,cents per kilowatthour
2012-02,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2012-02,NY,New York,IND,industrial,8181,6.75,number of customers,cents per kilowatthour
2012-02,NY,New York,COM,commercial,1037167,14.25,number of customers,cents per kilowatthour
2012-02,OH,Ohio,TRA,transportation,2,6.63,number of customers,cents per kilowatthour
2012-02,OH,Ohio,RES,residential,4877506,11.04,number of customers,cents per kilowatthour
2012-02,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2012-02,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2012-02,MA,Massachusetts,IND,industrial,20968,12.22,number of customers,cents per kilowatthour
2012-02,MA,Massachusetts,COM,commercial,389034,13.9,number of customers,cents per kilowatthour
2012-02,MA,Massachusetts,ALL,all sectors,3111225,13.9,number of customers,cents per kilowatthour
2012-02,CA,California,ALL,all sectors,14724706,12.46,number of customers,cents per kilowatthour
2012-02,WA,Washington,TRA,transportation,6,8.24,number of customers,cents per kilowatthour
2012-02,WA,Washington,RES,residential,2854694,8.28,number of customers,cents per kilowatthour
2012-02,MN,Minnesota,TRA,transportation,1,8.57,number of customers,cents per kilowatthour
2012-02,MN,Minnesota,RES,residential,2314011,10.71,number of customers,cents per kilowatthour
2012-02,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2012-02,MN,Minnesota,IND,industrial,10849,6.38,number of customers,cents per kilowatthour
2012-02,MN,Minnesota,COM,commercial,277569,8.42,number of customers,cents per kilowatthour
2012-02,MN,Minnesota,ALL,all sectors,2602430,8.55,number of customers,cents per kilowatthour
2012-02,MA,Massachusetts,TRA,transportation,2,4.91,number of customers,cents per kilowatthour
2012-02,MA,Massachusetts,RES,residential,2701221,15.41,number of customers,cents per kilowatthour
2012-02,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2012-02,WA,Washington,IND,industrial,27452,4.24,number of customers,cents per kilowatthour
2012-02,WA,Washington,COM,commercial,354428,7.73,number of customers,cents per kilowatthour
2012-02,WA,Washington,ALL,all sectors,3236580,7.09,number of customers,cents per kilowatthour
2012-02,TX,Texas,COM,commercial,1353103,8.51,number of customers,cents per kilowatthour
2012-02,TX,Texas,ALL,all sectors,11124817,8.59,number of customers,cents per kilowatthour
2012-02,TX,Texas,TRA,transportation,9,10.64,number of customers,cents per kilowatthour
2012-02,TX,Texas,RES,residential,9689796,11.05,number of customers,cents per kilowatthour
2012-02,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2012-02,TX,Texas,IND,industrial,81909,5.58,number of customers,cents per kilowatthour
2012-02,FL,Florida,IND,industrial,16640,8.12,number of customers,cents per kilowatthour
2012-02,FL,Florida,COM,commercial,1139682,9.85,number of customers,cents per kilowatthour
2012-02,FL,Florida,ALL,all sectors,9615379,10.43,number of customers,cents per kilowatthour
2012-02,CO,Colorado,TRA,transportation,1,9.4,number of customers,cents per kilowatthour
2012-02,CO,Colorado,RES,residential,2145083,10.76,number of customers,cents per kilowatthour
2012-02,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2012-02,CO,Colorado,IND,industrial,15775,6.45,number of customers,cents per kilowatthour
2012-02,CO,Colorado,COM,commercial,347341,8.86,number of customers,cents per kilowatthour
2012-02,CO,Colorado,ALL,all sectors,2508200,8.85,number of customers,cents per kilowatthour
2012-02,CA,California,TRA,transportation,12,7.27,number of customers,cents per kilowatthour
2012-02,CA,California,RES,residential,12858851,14.56,number of customers,cents per kilowatthour
2012-02,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2012-02,CA,California,IND,industrial,73319,9.65,number of customers,cents per kilowatthour
2012-02,CA,California,COM,commercial,1792524,11.99,number of customers,cents per kilowatthour
2012-02,FL,Florida,RES,residential,8459055,11.33,number of customers,cents per kilowatthour
2012-02,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2012-01,CO,Colorado,COM,commercial,347213,8.49,number of customers,cents per kilowatthour
2012-01,WA,Washington,IND,industrial,26398,4.05,number of customers,cents per kilowatthour
2012-01,WA,Washington,COM,commercial,352915,7.66,number of customers,cents per kilowatthour
2012-01,WA,Washington,ALL,all sectors,3203448,7.06,number of customers,cents per kilowatthour
2012-01,TX,Texas,TRA,transportation,9,10.17,number of customers,cents per kilowatthour
2012-01,TX,Texas,RES,residential,9678756,10.77,number of customers,cents per kilowatthour
2012-01,WA,Washington,TRA,transportation,6,7.98,number of customers,cents per kilowatthour
2012-01,WA,Washington,RES,residential,2824129,8.37,number of customers,cents per kilowatthour
2012-01,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2012-01,OH,Ohio,ALL,all sectors,5508295,9,number of customers,cents per kilowatthour
2012-01,NY,New York,TRA,transportation,6,13.4,number of customers,cents per kilowatthour
2012-01,NY,New York,RES,residential,6979058,16.79,number of customers,cents per kilowatthour
2012-01,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2012-01,NY,New York,IND,industrial,8162,7.07,number of customers,cents per kilowatthour
2012-01,MA,Massachusetts,RES,residential,2689419,15.1,number of customers,cents per kilowatthour
2012-01,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2012-01,MA,Massachusetts,IND,industrial,21028,12.32,number of customers,cents per kilowatthour
2012-01,MA,Massachusetts,COM,commercial,387993,13.67,number of customers,cents per kilowatthour
2012-01,MA,Massachusetts,ALL,all sectors,3098442,13.79,number of customers,cents per kilowatthour
2012-01,MA,Massachusetts,TRA,transportation,2,5.16,number of customers,cents per kilowatthour
2012-01,CO,Colorado,ALL,all sectors,2505978,8.72,number of customers,cents per kilowatthour
2012-01,CA,California,TRA,transportation,12,7.33,number of customers,cents per kilowatthour
2012-01,CA,California,RES,residential,13054198,15.29,number of customers,cents per kilowatthour
2012-01,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2012-01,CA,California,IND,industrial,73268,9.59,number of customers,cents per kilowatthour
2012-01,CA,California,COM,commercial,1827789,11.73,number of customers,cents per kilowatthour
2012-01,CA,California,ALL,all sectors,14955267,12.74,number of customers,cents per kilowatthour
2012-01,MN,Minnesota,TRA,transportation,1,8.53,number of customers,cents per kilowatthour
2012-01,MN,Minnesota,RES,residential,2307420,10.76,number of customers,cents per kilowatthour
2012-01,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2012-01,MN,Minnesota,IND,industrial,10736,6.23,number of customers,cents per kilowatthour
2012-01,MN,Minnesota,COM,commercial,277438,8.26,number of customers,cents per kilowatthour
2012-01,MN,Minnesota,ALL,all sectors,2595595,8.52,number of customers,cents per kilowatthour
2012-01,FL,Florida,IND,industrial,17225,8.12,number of customers,cents per kilowatthour
2012-01,FL,Florida,COM,commercial,1138855,9.93,number of customers,cents per kilowatthour
2012-01,FL,Florida,ALL,all sectors,9618470,10.62,number of customers,cents per kilowatthour
2012-01,OH,Ohio,TRA,transportation,2,6.61,number of customers,cents per kilowatthour
2012-01,OH,Ohio,RES,residential,4874801,11.08,number of customers,cents per kilowatthour
2012-01,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2012-01,OH,Ohio,IND,industrial,19792,6.08,number of customers,cents per kilowatthour
2012-01,OH,Ohio,COM,commercial,613700,9.52,number of customers,cents per kilowatthour
2012-01,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2012-01,TX,Texas,IND,industrial,93395,5.58,number of customers,cents per kilowatthour
2012-01,TX,Texas,COM,commercial,1353704,8.41,number of customers,cents per kilowatthour
2012-01,TX,Texas,ALL,all sectors,11125864,8.56,number of customers,cents per kilowatthour
2012-01,NY,New York,COM,commercial,1035102,14.44,number of customers,cents per kilowatthour
2012-01,NY,New York,ALL,all sectors,8022328,14.64,number of customers,cents per kilowatthour
2012-01,FL,Florida,TRA,transportation,2,8.59,number of customers,cents per kilowatthour
2012-01,FL,Florida,RES,residential,8462388,11.55,number of customers,cents per kilowatthour
2012-01,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2012-01,CO,Colorado,TRA,transportation,1,8.77,number of customers,cents per kilowatthour
2012-01,CO,Colorado,RES,residential,2143006,10.61,number of customers,cents per kilowatthour
2012-01,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2012-01,CO,Colorado,IND,industrial,15758,6.44,number of customers,cents per kilowatthour
2011-12,TX,Texas,ALL,all sectors,11122678,8.61,number of customers,cents per kilowatthour
2011-12,CO,Colorado,TRA,transportation,1,9.26,number of customers,cents per kilowatthour
2011-12,CO,Colorado,RES,residential,2148583,10.78,number of customers,cents per kilowatthour
2011-12,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2011-12,CO,Colorado,IND,industrial,16327,6.69,number of customers,cents per kilowatthour
2011-12,CO,Colorado,COM,commercial,346908,9.01,number of customers,cents per kilowatthour
2011-12,CO,Colorado,ALL,all sectors,2511819,9.02,number of customers,cents per kilowatthour
2011-12,CA,California,TRA,transportation,13,7.7,number of customers,cents per kilowatthour
2011-12,CA,California,RES,residential,13249929,14.78,number of customers,cents per kilowatthour
2011-12,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2011-12,CA,California,IND,industrial,72417,8.94,number of customers,cents per kilowatthour
2011-12,CA,California,COM,commercial,1854354,11.16,number of customers,cents per kilowatthour
2011-12,FL,Florida,ALL,all sectors,9777196,10.53,number of customers,cents per kilowatthour
2011-12,NY,New York,RES,residential,7000836,17.26,number of customers,cents per kilowatthour
2011-12,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2011-12,NY,New York,IND,industrial,8181,7.24,number of customers,cents per kilowatthour
2011-12,NY,New York,COM,commercial,1038085,14.43,number of customers,cents per kilowatthour
2011-12,NY,New York,ALL,all sectors,8047111,14.72,number of customers,cents per kilowatthour
2011-12,OH,Ohio,TRA,transportation,3,6.6,number of customers,cents per kilowatthour
2011-12,OH,Ohio,RES,residential,4873318,10.95,number of customers,cents per kilowatthour
2011-12,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2011-12,OH,Ohio,IND,industrial,19642,6.12,number of customers,cents per kilowatthour
2011-12,OH,Ohio,COM,commercial,611171,9.25,number of customers,cents per kilowatthour
2011-12,OH,Ohio,ALL,all sectors,5504134,8.9,number of customers,cents per kilowatthour
2011-12,NY,New York,TRA,transportation,9,12.44,number of customers,cents per kilowatthour
2011-12,MA,Massachusetts,TRA,transportation,2,5.07,number of customers,cents per kilowatthour
2011-12,MA,Massachusetts,RES,residential,2676354,15.2,number of customers,cents per kilowatthour
2011-12,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2011-12,MA,Massachusetts,IND,industrial,20787,13.41,number of customers,cents per kilowatthour
2011-12,MA,Massachusetts,COM,commercial,386297,14.28,number of customers,cents per kilowatthour
2011-12,MA,Massachusetts,ALL,all sectors,3083440,14.31,number of customers,cents per kilowatthour
2011-12,MN,Minnesota,TRA,transportation,1,8.38,number of customers,cents per kilowatthour
2011-12,MN,Minnesota,RES,residential,2312659,10.32,number of customers,cents per kilowatthour
2011-12,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2011-12,MN,Minnesota,IND,industrial,11622,6.43,number of customers,cents per kilowatthour
2011-12,MN,Minnesota,COM,commercial,275912,7.69,number of customers,cents per kilowatthour
2011-12,MN,Minnesota,ALL,all sectors,2600194,8.21,number of customers,cents per kilowatthour
2011-12,FL,Florida,TRA,transportation,3,8.87,number of customers,cents per kilowatthour
2011-12,FL,Florida,RES,residential,8616966,11.47,number of customers,cents per kilowatthour
2011-12,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2011-12,FL,Florida,IND,industrial,17142,8.15,number of customers,cents per kilowatthour
2011-12,FL,Florida,COM,commercial,1143085,9.94,number of customers,cents per kilowatthour
2011-12,WA,Washington,TRA,transportation,6,8.17,number of customers,cents per kilowatthour
2011-12,WA,Washington,RES,residential,2852963,8.38,number of customers,cents per kilowatthour
2011-12,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2011-12,WA,Washington,IND,industrial,30483,4.21,number of customers,cents per kilowatthour
2011-12,WA,Washington,COM,commercial,355499,7.67,number of customers,cents per kilowatthour
2011-12,WA,Washington,ALL,all sectors,3238951,7.07,number of customers,cents per kilowatthour
2011-12,CA,California,ALL,all sectors,15176713,12.03,number of customers,cents per kilowatthour
2011-12,TX,Texas,TRA,transportation,2,10.19,number of customers,cents per kilowatthour
2011-12,TX,Texas,RES,residential,9660630,10.89,number of customers,cents per kilowatthour
2011-12,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2011-12,TX,Texas,IND,industrial,95177,5.82,number of customers,cents per kilowatthour
2011-12,TX,Texas,COM,commercial,1366869,8.49,number of customers,cents per kilowatthour
2011-11,CA,California,ALL,all sectors,14699025,12.52,number of customers,cents per kilowatthour
2011-11,OH,Ohio,TRA,transportation,3,6.76,number of customers,cents per kilowatthour
2011-11,OH,Ohio,RES,residential,4868762,11.7,number of customers,cents per kilowatthour
2011-11,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2011-11,OH,Ohio,IND,industrial,19644,6.16,number of customers,cents per kilowatthour
2011-11,OH,Ohio,COM,commercial,610697,9.48,number of customers,cents per kilowatthour
2011-11,OH,Ohio,ALL,all sectors,5499106,8.91,number of customers,cents per kilowatthour
2011-11,NY,New York,TRA,transportation,9,12.76,number of customers,cents per kilowatthour
2011-11,NY,New York,RES,residential,6991865,17.93,number of customers,cents per kilowatthour
2011-11,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2011-11,NY,New York,IND,industrial,8120,6.94,number of customers,cents per kilowatthour
2011-11,NY,New York,COM,commercial,1033903,14.61,number of customers,cents per kilowatthour
2011-11,NY,New York,ALL,all sectors,8033897,14.92,number of customers,cents per kilowatthour
2011-11,TX,Texas,TRA,transportation,2,10.12,number of customers,cents per kilowatthour
2011-11,TX,Texas,RES,residential,9635137,11.19,number of customers,cents per kilowatthour
2011-11,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2011-11,TX,Texas,IND,industrial,96706,5.94,number of customers,cents per kilowatthour
2011-11,TX,Texas,COM,commercial,1356985,8.62,number of customers,cents per kilowatthour
2011-11,TX,Texas,ALL,all sectors,11088830,8.58,number of customers,cents per kilowatthour
2011-11,MA,Massachusetts,TRA,transportation,2,5.38,number of customers,cents per kilowatthour
2011-11,MA,Massachusetts,RES,residential,2782000,14.49,number of customers,cents per kilowatthour
