period,stateid,stateDescription,sectorid,sectorName,price,price-units
2007-09,US,U.S. Total,TRA,transportation,9.76,cents per kilowatthour
2007-09,US,U.S. Total,RES,residential,10.96,cents per kilowatthour
2007-09,US,U.S. Total,OTH,other,,cents per kilowatthour
2007-09,US,U.S. Total,IND,industrial,6.52,cents per kilowatthour
2007-09,US,U.S. Total,COM,commercial,9.9,cents per kilowatthour
2007-08,US,U.S. Total,ALL,all sectors,9.68,cents per kilowatthour
2007-08,US,U.S. Total,TRA,transportation,9.98,cents per kilowatthour
2007-08,US,U.S. Total,RES,residential,11.07,cents per kilowatthour
2007-08,US,U.S. Total,OTH,other,,cents per kilowatthour
2007-08,US,U.S. Total,IND,industrial,6.84,cents per kilowatthour
2007-08,US,U.S. Total,COM,commercial,10.07,cents per kilowatthour
2007-07,US,U.S. Total,ALL,all sectors,9.64,cents per kilowatthour
2007-07,US,U.S. Total,TRA,transportation,10.57,cents per kilowatthour
2007-07,US,U.S. Total,RES,residential,11.07,cents per kilowatthour
2007-07,US,U.S. Total,COM,commercial,10.14,cents per kilowatthour
2007-07,US,U.S. Total,IND,industrial,6.71,cents per kilowatthour
2007-07,US,U.S. Total,OTH,other,,cents per kilowatthour
2007-06,US,U.S. Total,ALL,all sectors,9.45,cents per kilowatthour
2007-06,US,U.S. Total,TRA,transportation,9.88,cents per kilowatthour
2007-06,US,U.S. Total,RES,residential,11.09,cents per kilowatthour
2007-06,US,U.S. Total,OTH,other,,cents per kilowatthour
2007-06,US,U.S. Total,IND,industrial,6.59,cents per kilowatthour
2007-06,US,U.S. Total,COM,commercial,9.95,cents per kilowatthour
2007-05,US,U.S. Total,ALL,all sectors,8.96,cents per kilowatthour
2007-05,US,U.S. Total,TRA,transportation,9.84,cents per kilowatthour
2007-05,US,U.S. Total,RES,residential,10.77,cents per kilowatthour
2007-05,US,U.S. Total,OTH,other,,cents per kilowatthour
2007-05,US,U.S. Total,IND,industrial,6.27,cents per kilowatthour
2007-05,US,U.S. Total,COM,commercial,9.51,cents per kilowatthour
2007-04,US,U.S. Total,ALL,all sectors,8.82,cents per kilowatthour
2007-04,US,U.S. Total,TRA,transportation,9.42,cents per kilowatthour
2007-04,US,U.S. Total,RES,residential,10.63,cents per kilowatthour
2007-04,US,U.S. Total,OTH,other,,cents per kilowatthour
2007-04,US,U.S. Total,IND,industrial,6.19,cents per kilowatthour
2007-04,US,U.S. Total,COM,commercial,9.38,cents per kilowatthour
2007-03,US,U.S. Total,ALL,all sectors,8.8,cents per kilowatthour
2007-03,US,U.S. Total,TRA,transportation,11.04,cents per kilowatthour
2007-03,US,U.S. Total,RES,residential,10.27,cents per kilowatthour
2007-03,US,U.S. Total,OTH,other,,cents per kilowatthour
2007-03,US,U.S. Total,IND,industrial,6.22,cents per kilowatthour
2007-03,US,U.S. Total,COM,commercial,9.35,cents per kilowatthour
2007-02,US,U.S. Total,ALL,all sectors,8.74,cents per kilowatthour
2007-02,US,U.S. Total,TRA,transportation,9.38,cents per kilowatthour
2007-02,US,U.S. Total,RES,residential,9.89,cents per kilowatthour
2007-02,US,U.S. Total,OTH,other,,cents per kilowatthour
2007-02,US,U.S. Total,IND,industrial,6.16,cents per kilowatthour
2007-02,US,U.S. Total,COM,commercial,9.34,cents per kilowatthour
2007-01,US,U.S. Total,ALL,all sectors,8.71,cents per kilowatthour
2007-01,US,U.S. Total,TRA,transportation,8.92,cents per kilowatthour
2007-01,US,U.S. Total,RES,residential,10.06,cents per kilowatthour
2007-01,US,U.S. Total,OTH,other,,cents per kilowatthour
2007-01,US,U.S. Total,IND,industrial,6.13,cents per kilowatthour
2007-01,US,U.S. Total,COM,commercial,9.12,cents per kilowatthour
2006-12,US,U.S. Total,ALL,all sectors,8.55,cents per kilowatthour
2006-12,US,U.S. Total,TRA,transportation,9.56,cents per kilowatthour
2006-12,US,U.S. Total,RES,residential,9.84,cents per kilowatthour
2006-12,US,U.S. Total,OTH,other,,cents per kilowatthour
2006-12,US,U.S. Total,IND,industrial,6,cents per kilowatthour
2006-12,US,U.S. Total,COM,commercial,9.08,cents per kilowatthour
2006-11,US,U.S. Total,ALL,all sectors,8.63,cents per kilowatthour
2006-11,US,U.S. Total,TRA,transportation,9.4,cents per kilowatthour
2006-11,US,U.S. Total,RES,residential,10.18,cents per kilowatthour
2006-11,US,U.S. Total,OTH,other,,cents per kilowatthour
2006-11,US,U.S. Total,IND,industrial,6.04,cents per kilowatthour
2006-11,US,U.S. Total,COM,commercial,9.24,cents per kilowatthour
2006-10,US,U.S. Total,ALL,all sectors,8.89,cents per kilowatthour
2006-10,US,U.S. Total,TRA,transportation,10.02,cents per kilowatthour
2006-10,US,U.S. Total,RES,residential,10.58,cents per kilowatthour
2006-10,US,U.S. Total,OTH,other,,cents per kilowatthour
2006-10,US,U.S. Total,IND,industrial,6.16,cents per kilowatthour
2006-10,US,U.S. Total,COM,commercial,9.51,cents per kilowatthour
2006-09,US,U.S. Total,ALL,all sectors,9.32,cents per kilowatthour
2006-09,US,U.S. Total,TRA,transportation,10.11,cents per kilowatthour
2006-09,US,U.S. Total,RES,residential,10.94,cents per kilowatthour
2006-09,US,U.S. Total,OTH,other,,cents per kilowatthour
2006-09,US,U.S. Total,IND,industrial,6.37,cents per kilowatthour
2006-09,US,U.S. Total,COM,commercial,9.89,cents per kilowatthour
2006-08,US,U.S. Total,ALL,all sectors,9.58,cents per kilowatthour
2006-08,US,U.S. Total,TRA,transportation,10.2,cents per kilowatthour
2006-08,US,U.S. Total,RES,residential,10.94,cents per kilowatthour
2006-08,US,U.S. Total,OTH,other,,cents per kilowatthour
2006-08,US,U.S. Total,IND,industrial,6.65,cents per kilowatthour
2006-08,US,U.S. Total,COM,commercial,10.04,cents per kilowatthour
2006-07,US,U.S. Total,IND,industrial,6.61,cents per kilowatthour
2006-07,US,U.S. Total,COM,commercial,9.97,cents per kilowatthour
2006-07,US,U.S. Total,ALL,all sectors,9.55,cents per kilowatthour
2006-07,US,U.S. Total,TRA,transportation,10.3,cents per kilowatthour
2006-07,US,U.S. Total,RES,residential,10.96,cents per kilowatthour
2006-07,US,U.S. Total,OTH,other,,cents per kilowatthour
2006-06,US,U.S. Total,ALL,all sectors,9.3,cents per kilowatthour
2006-06,US,U.S. Total,TRA,transportation,9.82,cents per kilowatthour
2006-06,US,U.S. Total,RES,residential,10.85,cents per kilowatthour
2006-06,US,U.S. Total,OTH,other,,cents per kilowatthour
2006-06,US,U.S. Total,IND,industrial,6.41,cents per kilowatthour
2006-06,US,U.S. Total,COM,commercial,9.88,cents per kilowatthour
2006-05,US,U.S. Total,ALL,all sectors,8.71,cents per kilowatthour
2006-05,US,U.S. Total,TRA,transportation,9.12,cents per kilowatthour
2006-05,US,U.S. Total,RES,residential,10.61,cents per kilowatthour
2006-05,US,U.S. Total,OTH,other,,cents per kilowatthour
2006-05,US,U.S. Total,IND,industrial,6,cents per kilowatthour
2006-05,US,U.S. Total,COM,commercial,9.22,cents per kilowatthour
2006-04,US,U.S. Total,ALL,all sectors,8.56,cents per kilowatthour
2006-04,US,U.S. Total,TRA,transportation,8.97,cents per kilowatthour
2006-04,US,U.S. Total,RES,residential,10.32,cents per kilowatthour
2006-04,US,U.S. Total,OTH,other,,cents per kilowatthour
2006-04,US,U.S. Total,IND,industrial,5.93,cents per kilowatthour
2006-04,US,U.S. Total,COM,commercial,9.17,cents per kilowatthour
2006-03,US,U.S. Total,ALL,all sectors,8.44,cents per kilowatthour
2006-03,US,U.S. Total,TRA,transportation,9.06,cents per kilowatthour
2006-03,US,U.S. Total,RES,residential,9.87,cents per kilowatthour
2006-03,US,U.S. Total,OTH,other,,cents per kilowatthour
2006-03,US,U.S. Total,IND,industrial,5.88,cents per kilowatthour
2006-03,US,U.S. Total,COM,commercial,9.06,cents per kilowatthour
2006-02,US,U.S. Total,ALL,all sectors,8.49,cents per kilowatthour
2006-02,US,U.S. Total,TRA,transportation,9.18,cents per kilowatthour
2006-02,US,U.S. Total,RES,residential,9.8,cents per kilowatthour
2006-02,US,U.S. Total,OTH,other,,cents per kilowatthour
2006-02,US,U.S. Total,IND,industrial,5.98,cents per kilowatthour
2006-02,US,U.S. Total,COM,commercial,9.14,cents per kilowatthour
2006-01,US,U.S. Total,ALL,all sectors,8.31,cents per kilowatthour
2006-01,US,U.S. Total,TRA,transportation,8.75,cents per kilowatthour
2006-01,US,U.S. Total,RES,residential,9.55,cents per kilowatthour
2006-01,US,U.S. Total,OTH,other,,cents per kilowatthour
2006-01,US,U.S. Total,IND,industrial,5.78,cents per kilowatthour
2006-01,US,U.S. Total,COM,commercial,8.87,cents per kilowatthour
2005-12,US,U.S. Total,ALL,all sectors,8.21,cents per kilowatthour
2005-12,US,U.S. Total,TRA,transportation,8.23,cents per kilowatthour
2005-12,US,U.S. Total,RES,residential,9.27,cents per kilowatthour
2005-12,US,U.S. Total,OTH,other,,cents per kilowatthour
2005-12,US,U.S. Total,IND,industrial,5.94,cents per kilowatthour
2005-12,US,U.S. Total,COM,commercial,8.79,cents per kilowatthour
2005-11,US,U.S. Total,ALL,all sectors,8.21,cents per kilowatthour
2005-11,US,U.S. Total,TRA,transportation,8.14,cents per kilowatthour
2005-11,US,U.S. Total,RES,residential,9.76,cents per kilowatthour
2005-11,US,U.S. Total,OTH,other,,cents per kilowatthour
2005-11,US,U.S. Total,IND,industrial,5.83,cents per kilowatthour
2005-11,US,U.S. Total,COM,commercial,8.79,cents per kilowatthour
2005-10,US,U.S. Total,ALL,all sectors,8.37,cents per kilowatthour
2005-10,US,U.S. Total,TRA,transportation,9.57,cents per kilowatthour
2005-10,US,U.S. Total,RES,residential,9.76,cents per kilowatthour
2005-10,US,U.S. Total,OTH,other,,cents per kilowatthour
2005-10,US,U.S. Total,IND,industrial,6.03,cents per kilowatthour
2005-10,US,U.S. Total,COM,commercial,8.91,cents per kilowatthour
2005-09,US,U.S. Total,ALL,all sectors,8.68,cents per kilowatthour
2005-09,US,U.S. Total,TRA,transportation,9.25,cents per kilowatthour
2005-09,US,U.S. Total,RES,residential,9.94,cents per kilowatthour
2005-09,US,U.S. Total,OTH,other,,cents per kilowatthour
2005-09,US,U.S. Total,IND,industrial,6.17,cents per kilowatthour
2005-09,US,U.S. Total,COM,commercial,9.18,cents per kilowatthour
2005-08,US,U.S. Total,ALL,all sectors,8.71,cents per kilowatthour
2005-08,US,U.S. Total,TRA,transportation,9.11,cents per kilowatthour
2005-08,US,U.S. Total,RES,residential,9.93,cents per kilowatthour
2005-08,US,U.S. Total,OTH,other,,cents per kilowatthour
2005-08,US,U.S. Total,IND,industrial,6.2,cents per kilowatthour
2005-08,US,U.S. Total,COM,commercial,9.1,cents per kilowatthour
2005-07,US,U.S. Total,ALL,all sectors,8.6,cents per kilowatthour
2005-07,US,U.S. Total,TRA,transportation,9.44,cents per kilowatthour
2005-07,US,U.S. Total,RES,residential,9.77,cents per kilowatthour
2005-07,US,U.S. Total,OTH,other,,cents per kilowatthour
2005-07,US,U.S. Total,IND,industrial,6.14,cents per kilowatthour
2005-07,US,U.S. Total,COM,commercial,9,cents per kilowatthour
2005-06,US,U.S. Total,ALL,all sectors,8.38,cents per kilowatthour
2005-06,US,U.S. Total,TRA,transportation,8.5,cents per kilowatthour
2005-06,US,U.S. Total,RES,residential,9.79,cents per kilowatthour
2005-06,US,U.S. Total,OTH,other,,cents per kilowatthour
2005-06,US,U.S. Total,IND,industrial,5.86,cents per kilowatthour
2005-06,US,U.S. Total,COM,commercial,8.89,cents per kilowatthour
2005-05,US,U.S. Total,ALL,all sectors,7.84,cents per kilowatthour
2005-05,US,U.S. Total,TRA,transportation,8.23,cents per kilowatthour
2005-05,US,U.S. Total,RES,residential,9.56,cents per kilowatthour
2005-05,US,U.S. Total,OTH,other,,cents per kilowatthour
2005-05,US,U.S. Total,IND,industrial,5.42,cents per kilowatthour
2005-05,US,U.S. Total,COM,commercial,8.41,cents per kilowatthour
2005-04,US,U.S. Total,ALL,all sectors,7.65,cents per kilowatthour
2005-04,US,U.S. Total,TRA,transportation,8.3,cents per kilowatthour
2005-04,US,U.S. Total,RES,residential,9.22,cents per kilowatthour
2005-04,US,U.S. Total,OTH,other,,cents per kilowatthour
2005-04,US,U.S. Total,IND,industrial,5.31,cents per kilowatthour
2005-04,US,U.S. Total,COM,commercial,8.25,cents per kilowatthour
2005-03,US,U.S. Total,ALL,all sectors,7.59,cents per kilowatthour
2005-03,US,U.S. Total,TRA,transportation,8.01,cents per kilowatthour
2005-03,US,U.S. Total,RES,residential,8.87,cents per kilowatthour
2005-03,US,U.S. Total,OTH,other,,cents per kilowatthour
2005-03,US,U.S. Total,IND,industrial,5.3,cents per kilowatthour
2005-03,US,U.S. Total,COM,commercial,8.15,cents per kilowatthour
2005-02,US,U.S. Total,ALL,all sectors,7.58,cents per kilowatthour
2005-02,US,U.S. Total,TRA,transportation,8.14,cents per kilowatthour
2005-02,US,U.S. Total,RES,residential,8.76,cents per kilowatthour
2005-02,US,U.S. Total,OTH,other,,cents per kilowatthour
2005-02,US,U.S. Total,IND,industrial,5.26,cents per kilowatthour
2005-02,US,U.S. Total,COM,commercial,8.19,cents per kilowatthour
2005-01,US,U.S. Total,ALL,all sectors,7.47,cents per kilowatthour
2005-01,US,U.S. Total,TRA,transportation,7.91,cents per kilowatthour
2005-01,US,U.S. Total,RES,residential,8.52,cents per kilowatthour
2005-01,US,U.S. Total,OTH,other,,cents per kilowatthour
2005-01,US,U.S. Total,IND,industrial,5.23,cents per kilowatthour
2005-01,US,U.S. Total,COM,commercial,7.99,cents per kilowatthour
2004-12,US,U.S. Total,ALL,all sectors,7.36,cents per kilowatthour
2004-12,US,U.S. Total,TRA,transportation,7.12,cents per kilowatthour
2004-12,US,U.S. Total,RES,residential,8.58,cents per kilowatthour
2004-12,US,U.S. Total,OTH,other,,cents per kilowatthour
2004-12,US,U.S. Total,IND,industrial,5.14,cents per kilowatthour
2004-12,US,U.S. Total,COM,commercial,7.82,cents per kilowatthour
2004-11,US,U.S. Total,ALL,all sectors,7.42,cents per kilowatthour
2004-11,US,U.S. Total,TRA,transportation,7.15,cents per kilowatthour
2004-11,US,U.S. Total,RES,residential,8.96,cents per kilowatthour
2004-11,US,U.S. Total,OTH,other,,cents per kilowatthour
2004-11,US,U.S. Total,IND,industrial,5.09,cents per kilowatthour
2004-11,US,U.S. Total,COM,commercial,8.04,cents per kilowatthour
2004-10,US,U.S. Total,ALL,all sectors,7.6,cents per kilowatthour
2004-10,US,U.S. Total,TRA,transportation,7.32,cents per kilowatthour
2004-10,US,U.S. Total,RES,residential,9.05,cents per kilowatthour
2004-10,US,U.S. Total,OTH,other,,cents per kilowatthour
2004-10,US,U.S. Total,IND,industrial,5.25,cents per kilowatthour
2004-10,US,U.S. Total,COM,commercial,8.23,cents per kilowatthour
2004-09,US,U.S. Total,ALL,all sectors,7.97,cents per kilowatthour
2004-09,US,U.S. Total,TRA,transportation,7.42,cents per kilowatthour
2004-09,US,U.S. Total,RES,residential,9.39,cents per kilowatthour
2004-09,US,U.S. Total,OTH,other,,cents per kilowatthour
2004-09,US,U.S. Total,IND,industrial,5.41,cents per kilowatthour
2004-09,US,U.S. Total,COM,commercial,8.54,cents per kilowatthour
2004-08,US,U.S. Total,ALL,all sectors,8.18,cents per kilowatthour
2004-08,US,U.S. Total,TRA,transportation,7.76,cents per kilowatthour
2004-08,US,U.S. Total,RES,residential,9.5,cents per kilowatthour
2004-08,US,U.S. Total,OTH,other,,cents per kilowatthour
2004-08,US,U.S. Total,IND,industrial,5.65,cents per kilowatthour
2004-08,US,U.S. Total,COM,commercial,8.7,cents per kilowatthour
2004-07,US,U.S. Total,ALL,all sectors,8.11,cents per kilowatthour
2004-07,US,U.S. Total,TRA,transportation,7.84,cents per kilowatthour
2004-07,US,U.S. Total,RES,residential,9.36,cents per kilowatthour
2004-07,US,U.S. Total,OTH,other,,cents per kilowatthour
2004-07,US,U.S. Total,IND,industrial,5.63,cents per kilowatthour
2004-07,US,U.S. Total,COM,commercial,8.63,cents per kilowatthour
2004-06,US,U.S. Total,ALL,all sectors,7.93,cents per kilowatthour
2004-06,US,U.S. Total,TRA,transportation,7.28,cents per kilowatthour
2004-06,US,U.S. Total,RES,residential,9.29,cents per kilowatthour
2004-06,US,U.S. Total,OTH,other,,cents per kilowatthour
2004-06,US,U.S. Total,IND,industrial,5.46,cents per kilowatthour
2004-06,US,U.S. Total,COM,commercial,8.49,cents per kilowatthour
2004-05,US,U.S. Total,ALL,all sectors,7.46,cents per kilowatthour
2004-05,US,U.S. Total,TRA,transportation,6.66,cents per kilowatthour
2004-05,US,U.S. Total,RES,residential,9.07,cents per kilowatthour
2004-05,US,U.S. Total,OTH,other,,cents per kilowatthour
2004-05,US,U.S. Total,IND,industrial,5.18,cents per kilowatthour
2004-05,US,U.S. Total,COM,commercial,7.99,cents per kilowatthour
2004-04,US,U.S. Total,ALL,all sectors,7.34,cents per kilowatthour
2004-04,US,U.S. Total,TRA,transportation,7.16,cents per kilowatthour
2004-04,US,U.S. Total,RES,residential,8.93,cents per kilowatthour
2004-04,US,U.S. Total,OTH,other,,cents per kilowatthour
2004-04,US,U.S. Total,IND,industrial,5.09,cents per kilowatthour
2004-04,US,U.S. Total,COM,commercial,7.89,cents per kilowatthour
2004-03,US,U.S. Total,ALL,all sectors,7.3,cents per kilowatthour
2004-03,US,U.S. Total,TRA,transportation,6.7,cents per kilowatthour
2004-03,US,U.S. Total,RES,residential,8.62,cents per kilowatthour
2004-03,US,U.S. Total,OTH,other,,cents per kilowatthour
2004-03,US,U.S. Total,IND,industrial,5.04,cents per kilowatthour
2004-03,US,U.S. Total,COM,commercial,7.92,cents per kilowatthour
2004-02,US,U.S. Total,ALL,all sectors,7.25,cents per kilowatthour
2004-02,US,U.S. Total,TRA,transportation,7.13,cents per kilowatthour
2004-02,US,U.S. Total,RES,residential,8.33,cents per kilowatthour
2004-02,US,U.S. Total,OTH,other,,cents per kilowatthour
2004-02,US,U.S. Total,IND,industrial,5.04,cents per kilowatthour
2004-02,US,U.S. Total,COM,commercial,7.85,cents per kilowatthour
2004-01,US,U.S. Total,ALL,all sectors,7.22,cents per kilowatthour
2004-01,US,U.S. Total,TRA,transportation,6.62,cents per kilowatthour
2004-01,US,U.S. Total,RES,residential,8.24,cents per kilowatthour
2004-01,US,U.S. Total,OTH,other,,cents per kilowatthour
2004-01,US,U.S. Total,IND,industrial,5.01,cents per kilowatthour
2004-01,US,U.S. Total,COM,commercial,7.7,cents per kilowatthour
2003-12,US,U.S. Total,ALL,all sectors,7.14,cents per kilowatthour
2003-12,US,U.S. Total,TRA,transportation,7.26,cents per kilowatthour
2003-12,US,U.S. Total,RES,residential,8.3,cents per kilowatthour
2003-12,US,U.S. Total,OTH,other,,cents per kilowatthour
2003-12,US,U.S. Total,IND,industrial,4.87,cents per kilowatthour
2003-12,US,U.S. Total,COM,commercial,7.7,cents per kilowatthour
2003-11,US,U.S. Total,ALL,all sectors,7.19,cents per kilowatthour
2003-11,US,U.S. Total,TRA,transportation,7.24,cents per kilowatthour
2003-11,US,U.S. Total,RES,residential,8.72,cents per kilowatthour
2003-11,US,U.S. Total,OTH,other,,cents per kilowatthour
2003-11,US,U.S. Total,IND,industrial,4.86,cents per kilowatthour
2003-11,US,U.S. Total,COM,commercial,7.85,cents per kilowatthour
2003-10,US,U.S. Total,ALL,all sectors,7.39,cents per kilowatthour
2003-10,US,U.S. Total,TRA,transportation,7.63,cents per kilowatthour
2003-10,US,U.S. Total,RES,residential,8.85,cents per kilowatthour
2003-10,US,U.S. Total,OTH,other,,cents per kilowatthour
2003-10,US,U.S. Total,IND,industrial,5.07,cents per kilowatthour
2003-10,US,U.S. Total,COM,commercial,8.09,cents per kilowatthour
2003-09,US,U.S. Total,COM,commercial,8.15,cents per kilowatthour
2003-09,US,U.S. Total,ALL,all sectors,7.61,cents per kilowatthour
2003-09,US,U.S. Total,IND,industrial,5.19,cents per kilowatthour
2003-09,US,U.S. Total,OTH,other,,cents per kilowatthour
2003-09,US,U.S. Total,RES,residential,8.92,cents per kilowatthour
2003-09,US,U.S. Total,TRA,transportation,7.65,cents per kilowatthour
2003-08,US,U.S. Total,ALL,all sectors,7.97,cents per kilowatthour
2003-08,US,U.S. Total,TRA,transportation,7.84,cents per kilowatthour
2003-08,US,U.S. Total,RES,residential,9.22,cents per kilowatthour
2003-08,US,U.S. Total,OTH,other,,cents per kilowatthour
2003-08,US,U.S. Total,IND,industrial,5.48,cents per kilowatthour
2003-08,US,U.S. Total,COM,commercial,8.46,cents per kilowatthour
2003-07,US,U.S. Total,ALL,all sectors,8.02,cents per kilowatthour
2003-07,US,U.S. Total,TRA,transportation,8.01,cents per kilowatthour
2003-07,US,U.S. Total,RES,residential,9.21,cents per kilowatthour
2003-07,US,U.S. Total,OTH,other,,cents per kilowatthour
2003-07,US,U.S. Total,IND,industrial,5.54,cents per kilowatthour
2003-07,US,U.S. Total,COM,commercial,8.55,cents per kilowatthour
2003-06,US,U.S. Total,ALL,all sectors,7.78,cents per kilowatthour
2003-06,US,U.S. Total,COM,commercial,8.44,cents per kilowatthour
2003-06,US,U.S. Total,IND,industrial,5.28,cents per kilowatthour
2003-06,US,U.S. Total,OTH,other,,cents per kilowatthour
2003-06,US,U.S. Total,RES,residential,9.25,cents per kilowatthour
2003-06,US,U.S. Total,TRA,transportation,7.75,cents per kilowatthour
2003-05,US,U.S. Total,TRA,transportation,7.57,cents per kilowatthour
2003-05,US,U.S. Total,ALL,all sectors,7.42,cents per kilowatthour
2003-05,US,U.S. Total,COM,commercial,8.06,cents per kilowatthour
2003-05,US,U.S. Total,IND,industrial,5.06,cents per kilowatthour
2003-05,US,U.S. Total,OTH,other,,cents per kilowatthour
2003-05,US,U.S. Total,RES,residential,8.99,cents per kilowatthour
2003-04,US,U.S. Total,ALL,all sectors,7.27,cents per kilowatthour
2003-04,US,U.S. Total,TRA,transportation,7.61,cents per kilowatthour
2003-04,US,U.S. Total,RES,residential,8.82,cents per kilowatthour
2003-04,US,U.S. Total,OTH,other,,cents per kilowatthour
2003-04,US,U.S. Total,IND,industrial,4.99,cents per kilowatthour
2003-04,US,U.S. Total,COM,commercial,7.93,cents per kilowatthour
2003-03,US,U.S. Total,ALL,all sectors,7.16,cents per kilowatthour
2003-03,US,U.S. Total,TRA,transportation,7.32,cents per kilowatthour
2003-03,US,U.S. Total,RES,residential,8.35,cents per kilowatthour
2003-03,US,U.S. Total,OTH,other,,cents per kilowatthour
2003-03,US,U.S. Total,IND,industrial,5.02,cents per kilowatthour
2003-03,US,U.S. Total,COM,commercial,7.78,cents per kilowatthour
2003-02,US,U.S. Total,ALL,all sectors,7.05,cents per kilowatthour
2003-02,US,U.S. Total,TRA,transportation,7.42,cents per kilowatthour
2003-02,US,U.S. Total,RES,residential,8.02,cents per kilowatthour
2003-02,US,U.S. Total,OTH,other,,cents per kilowatthour
2003-02,US,U.S. Total,IND,industrial,4.99,cents per kilowatthour
2003-02,US,U.S. Total,COM,commercial,7.65,cents per kilowatthour
2003-01,US,U.S. Total,ALL,all sectors,7,cents per kilowatthour
2003-01,US,U.S. Total,TRA,transportation,7.23,cents per kilowatthour
2003-01,US,U.S. Total,RES,residential,8,cents per kilowatthour
2003-01,US,U.S. Total,OTH,other,,cents per kilowatthour
2003-01,US,U.S. Total,IND,industrial,4.92,cents per kilowatthour
2003-01,US,U.S. Total,COM,commercial,7.45,cents per kilowatthour
2002-12,US,U.S. Total,ALL,all sectors,6.96,cents per kilowatthour
2002-12,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2002-12,US,U.S. Total,RES,residential,8.08,cents per kilowatthour
2002-12,US,U.S. Total,OTH,other,6.92,cents per kilowatthour
2002-12,US,U.S. Total,IND,industrial,4.72,cents per kilowatthour
2002-12,US,U.S. Total,COM,commercial,7.59,cents per kilowatthour
2002-11,US,U.S. Total,ALL,all sectors,6.94,cents per kilowatthour
2002-11,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2002-11,US,U.S. Total,RES,residential,8.31,cents per kilowatthour
2002-11,US,U.S. Total,OTH,other,6.67,cents per kilowatthour
2002-11,US,U.S. Total,IND,industrial,4.71,cents per kilowatthour
2002-11,US,U.S. Total,COM,commercial,7.64,cents per kilowatthour
2002-10,US,U.S. Total,ALL,all sectors,7.2,cents per kilowatthour
2002-10,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2002-10,US,U.S. Total,RES,residential,8.47,cents per kilowatthour
2002-10,US,U.S. Total,OTH,other,6.75,cents per kilowatthour
2002-10,US,U.S. Total,IND,industrial,4.91,cents per kilowatthour
2002-10,US,U.S. Total,COM,commercial,8,cents per kilowatthour
2002-09,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2002-09,US,U.S. Total,RES,residential,8.59,cents per kilowatthour
2002-09,US,U.S. Total,OTH,other,6.73,cents per kilowatthour
2002-09,US,U.S. Total,IND,industrial,4.98,cents per kilowatthour
2002-09,US,U.S. Total,COM,commercial,8,cents per kilowatthour
2002-09,US,U.S. Total,ALL,all sectors,7.36,cents per kilowatthour
2002-08,US,U.S. Total,ALL,all sectors,7.58,cents per kilowatthour
2002-08,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2002-08,US,U.S. Total,RES,residential,8.72,cents per kilowatthour
2002-08,US,U.S. Total,OTH,other,6.78,cents per kilowatthour
2002-08,US,U.S. Total,IND,industrial,5.15,cents per kilowatthour
2002-08,US,U.S. Total,COM,commercial,8.24,cents per kilowatthour
2002-07,US,U.S. Total,ALL,all sectors,7.68,cents per kilowatthour
2002-07,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2002-07,US,U.S. Total,RES,residential,8.82,cents per kilowatthour
2002-07,US,U.S. Total,OTH,other,6.83,cents per kilowatthour
2002-07,US,U.S. Total,IND,industrial,5.27,cents per kilowatthour
2002-07,US,U.S. Total,COM,commercial,8.33,cents per kilowatthour
2002-06,US,U.S. Total,ALL,all sectors,7.45,cents per kilowatthour
2002-06,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2002-06,US,U.S. Total,RES,residential,8.73,cents per kilowatthour
2002-06,US,U.S. Total,OTH,other,6.96,cents per kilowatthour
2002-06,US,U.S. Total,IND,industrial,5.03,cents per kilowatthour
2002-06,US,U.S. Total,COM,commercial,8.18,cents per kilowatthour
2002-05,US,U.S. Total,IND,industrial,4.78,cents per kilowatthour
2002-05,US,U.S. Total,COM,commercial,7.84,cents per kilowatthour
2002-05,US,U.S. Total,ALL,all sectors,7.11,cents per kilowatthour
2002-05,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2002-05,US,U.S. Total,RES,residential,8.64,cents per kilowatthour
2002-05,US,U.S. Total,OTH,other,6.8,cents per kilowatthour
2002-04,US,U.S. Total,ALL,all sectors,6.95,cents per kilowatthour
2002-04,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2002-04,US,U.S. Total,RES,residential,8.37,cents per kilowatthour
2002-04,US,U.S. Total,OTH,other,6.74,cents per kilowatthour
2002-04,US,U.S. Total,IND,industrial,4.73,cents per kilowatthour
2002-04,US,U.S. Total,COM,commercial,7.68,cents per kilowatthour
2002-03,US,U.S. Total,ALL,all sectors,6.95,cents per kilowatthour
2002-03,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2002-03,US,U.S. Total,RES,residential,8.17,cents per kilowatthour
2002-03,US,U.S. Total,OTH,other,6.64,cents per kilowatthour
2002-03,US,U.S. Total,IND,industrial,4.73,cents per kilowatthour
2002-03,US,U.S. Total,COM,commercial,7.72,cents per kilowatthour
2002-02,US,U.S. Total,ALL,all sectors,6.97,cents per kilowatthour
2002-02,US,U.S. Total,TRA,transportation,,cents per kilowatthour
